"","func","x","type","funcid"
"70",2.24041289851101,70,"spectral",1
"71",2.62133917968393,71,"spectral",1
"72",3.21295332054444,72,"spectral",1
"73",3.88963186261076,73,"spectral",1
"74",4.40177217502512,74,"spectral",1
"75",5.03310057550014,75,"spectral",1
"76",5.70543527907189,76,"spectral",1
"77",6.37122499314881,77,"spectral",1
"78",7.06880423860418,78,"spectral",1
"79",7.37095094546451,79,"spectral",1
"80",7.72534941079748,80,"spectral",1
"81",7.87633141499954,81,"spectral",1
"82",8.22097378277154,82,"spectral",1
"83",7.87987576504978,83,"spectral",1
"84",7.76064675253494,84,"spectral",1
"85",7.75297341737462,85,"spectral",1
"86",7.36722389695807,86,"spectral",1
"87",7.03997442221613,87,"spectral",1
"88",6.45555860052983,88,"spectral",1
"89",5.8972321183886,89,"spectral",1
"90",5.52686580798392,90,"spectral",1
"91",5.27554581163789,91,"spectral",1
"92",4.98262903078469,92,"spectral",1
"93",4.21834292500228,93,"spectral",1
"94",4.11201242349502,94,"spectral",1
"95",3.717347218416,95,"spectral",1
"96",3.61499954325386,96,"spectral",1
"97",3.39514022106513,97,"spectral",1
"98",3.46493103133279,98,"spectral",1
"99",3.21719192472824,99,"spectral",1
"100",3.21386681282543,100,"spectral",1
"101",3.3757376450169,101,"spectral",1
"102",5.11608720128899,1,"spectral",2
"103",4.89643002737173,2,"spectral",2
"104",5.007159357832,3,"spectral",2
"105",4.87471900297012,4,"spectral",2
"106",5.21498262574496,5,"spectral",2
"107",5.27564304156232,6,"spectral",2
"108",5.42848989575447,7,"spectral",2
"109",5.74210393492905,8,"spectral",2
"110",5.90892784345699,9,"spectral",2
"111",5.9186807213713,10,"spectral",2
"112",6.09235959854794,11,"spectral",2
"113",5.75086288897948,12,"spectral",2
"114",5.62777163046221,13,"spectral",2
"115",5.1160250810475,14,"spectral",2
"116",4.76790324772388,15,"spectral",2
"117",4.11585813289849,16,"spectral",2
"118",3.34771028672374,17,"spectral",2
"119",2.82540329625531,18,"spectral",2
"120",2.03616562809388,19,"spectral",2
"121",1.38141828276357,20,"spectral",2
"122",1.1018771960476,21,"spectral",2
"123",1,22,"spectral",2
"124",1.03385553161338,23,"spectral",2
"125",1.28357890241298,24,"spectral",2
"126",2.06443033797294,25,"spectral",2
"127",2.76110884631064,26,"spectral",2
"128",3.98627530914526,27,"spectral",2
"129",4.74246500883272,28,"spectral",2
"130",5.74875080076874,29,"spectral",2
"131",6.64623298973075,30,"spectral",2
"132",7.71370721953682,31,"spectral",2
"133",8.07316599693281,32,"spectral",2
"134",8.73176479723565,33,"spectral",2
"135",8.5752217886747,34,"spectral",2
"136",8.54052763380118,35,"spectral",2
"137",8.13947935472599,36,"spectral",2
"138",7.8083163473298,37,"spectral",2
"139",7.50134917399491,38,"spectral",2
"140",7.0602954593986,39,"spectral",2
"141",6.72627492089376,40,"spectral",2
"142",6.61939704540601,41,"spectral",2
"143",6.52647448216955,42,"spectral",2
"144",6.65701085162969,43,"spectral",2
"145",6.70866383243065,44,"spectral",2
"146",7.00581600760973,45,"spectral",2
"147",7.51684817424728,46,"spectral",2
"148",7.89609224855862,47,"spectral",2
"149",8.32214392483451,48,"spectral",2
"150",8.5440374274455,49,"spectral",2
"151",8.83826995127444,50,"spectral",2
"152",9,51,"spectral",2
"153",8.87644283967154,52,"spectral",2
"154",8.64060334284549,53,"spectral",2
"155",8.40022906839051,54,"spectral",2
"156",7.91680934909635,55,"spectral",2
"157",7.36254149438006,56,"spectral",2
"158",7.14182827635742,57,"spectral",2
"159",6.57852192650399,58,"spectral",2
"160",6.23703546677538,59,"spectral",2
"161",5.79804321239299,60,"spectral",2
"162",5.6796420321084,61,"spectral",2
"163",5.25529866247355,62,"spectral",2
"164",5.37981868654514,63,"spectral",2
"165",5.27026964067323,64,"spectral",2
"166",5.35832508298876,65,"spectral",2
"167",5.46818473006814,66,"spectral",2
"168",5.59444412090152,67,"spectral",2
"169",5.52974588938715,68,"spectral",2
"170",5.54602139265816,69,"spectral",2
"171",5.22989148370314,70,"spectral",2
"172",5.22383476015763,71,"spectral",2
"173",5.12037349795197,72,"spectral",2
"174",4.94979131481374,73,"spectral",2
"175",4.82530235086289,74,"spectral",2
"176",4.44034321433424,75,"spectral",2
"177",4.60114145943742,76,"spectral",2
"178",4.45814066352183,77,"spectral",2
"179",4.51348979869159,78,"spectral",2
"180",4.86881758002834,79,"spectral",2
"181",5.05095412808417,80,"spectral",2
"182",5.34658435734669,81,"spectral",2
"183",5.59565546561062,82,"spectral",2
"184",5.94292003960165,83,"spectral",2
"185",6.26785673519306,84,"spectral",2
"186",6.4180187525479,85,"spectral",2
"187",6.37916564750646,86,"spectral",2
"188",6.37441966105643,87,"spectral",2
"189",6.29386834391319,88,"spectral",2
"190",6.00256168345854,89,"spectral",2
"191",5.97156989497797,90,"spectral",2
"192",5.60515986255897,91,"spectral",2
"193",5.33015355347194,92,"spectral",2
"194",5.02883932211286,93,"spectral",2
"195",5.09012094034516,94,"spectral",2
"196",4.70388833886592,95,"spectral",2
"197",5.05406014015879,96,"spectral",2
"198",5.21603866985033,97,"spectral",2
"199",5.38081261040902,98,"spectral",2
"200",5.40003882515093,99,"spectral",2
"201",5.80413099605925,100,"spectral",2
"202",5.97532816958826,101,"spectral",2
"203",8.53575725170432,1,"spectral",3
"204",8.46707659403823,2,"spectral",3
"205",8.60125651650849,3,"spectral",3
"206",8.8416254511429,4,"spectral",3
"207",9,5,"spectral",3
"208",8.80157732923406,6,"spectral",3
"209",8.65550060152386,7,"spectral",3
"210",8.42956823954017,8,"spectral",3
"211",7.89685870872878,9,"spectral",3
"212",7.61660205854832,10,"spectral",3
"213",6.99034888383906,11,"spectral",3
"214",6.68710065499265,12,"spectral",3
"215",6.41782916722363,13,"spectral",3
"216",6.20216281245823,14,"spectral",3
"217",5.95332174842935,15,"spectral",3
"218",5.58746156930892,16,"spectral",3
"219",5.35417724903088,17,"spectral",3
"220",5.03189413180056,18,"spectral",3
"221",4.73853762865927,19,"spectral",3
"222",4.49488036358776,20,"spectral",3
"223",4.36115492581206,21,"spectral",3
"224",4.48113888517578,22,"spectral",3
"225",4.30931693623847,23,"spectral",3
"226",4.52896671567972,24,"spectral",3
"227",4.77834514102393,25,"spectral",3
"228",5.45106269215346,26,"spectral",3
"229",6.10516775832108,27,"spectral",3
"230",6.77134072984895,28,"spectral",3
"231",7.47608608474803,29,"spectral",3
"232",8.16040636278573,30,"spectral",3
"233",8.61424943189413,31,"spectral",3
"234",8.52519716615426,32,"spectral",3
"235",8.43523593102526,33,"spectral",3
"236",7.8943456757118,34,"spectral",3
"237",7.1404625050127,35,"spectral",3
"238",6.49889586953616,36,"spectral",3
"239",6.00719155193156,37,"spectral",3
"240",5.53939312926079,38,"spectral",3
"241",5.44758722095976,39,"spectral",3
"242",5.61331372811121,40,"spectral",3
"243",5.75324154524796,41,"spectral",3
"244",6.25674214677182,42,"spectral",3
"245",6.50354498061756,43,"spectral",3
"246",7.00941050661676,44,"spectral",3
"247",7.18909236733057,45,"spectral",3
"248",7.40179120438444,46,"spectral",3
"249",7.56586017912044,47,"spectral",3
"250",7.5977810453148,48,"spectral",3
"251",7.39863654591632,49,"spectral",3
"252",7.13174709263467,50,"spectral",3
"253",6.67464242748296,51,"spectral",3
"254",6.25391632134741,52,"spectral",3
"255",6.20111215078198,53,"spectral",3
"256",6.0853629193958,54,"spectral",3
"257",5.8708194091699,55,"spectral",3
"258",6.0402379361048,56,"spectral",3
"259",6.08064429889052,57,"spectral",3
"260",6.26199647106002,58,"spectral",3
"261",6.14652319208662,59,"spectral",3
"262",6.1135409704585,60,"spectral",3
"263",5.93693356503141,61,"spectral",3
"264",5.59307579200642,62,"spectral",3
"265",5.2303435369603,63,"spectral",3
"266",4.9247426814597,64,"spectral",3
"267",4.82956823954017,65,"spectral",3
"268",4.82959497393397,66,"spectral",3
"269",5.06215746557947,67,"spectral",3
"270",5.18454752038498,68,"spectral",3
"271",5.43657265071514,69,"spectral",3
"272",5.29755380296752,70,"spectral",3
"273",4.70530677716883,71,"spectral",3
"274",4.32375350888919,72,"spectral",3
"275",3.32214944526133,73,"spectral",3
"276",2.63186739740676,74,"spectral",3
"277",1.86860045448469,75,"spectral",3
"278",1.22162812458228,76,"spectral",3
"279",1.03181392861917,77,"spectral",3
"280",1,78,"spectral",3
"281",1.26707659403823,79,"spectral",3
"282",1.73305707793076,80,"spectral",3
"283",1.74856302633338,81,"spectral",3
"284",2.29046918861115,82,"spectral",3
"285",2.43510225905628,83,"spectral",3
"286",2.69629728645903,84,"spectral",3
"287",2.83852426146237,85,"spectral",3
"288",3.01443657265071,86,"spectral",3
"289",3.12511696297286,87,"spectral",3
"290",3.40101590696431,88,"spectral",3
"291",3.43416655527336,89,"spectral",3
"292",3.82876620772624,90,"spectral",3
"293",4.19561555941719,91,"spectral",3
"294",4.48825023392595,92,"spectral",3
"295",5.09742013099853,93,"spectral",3
"296",5.75920331506483,94,"spectral",3
"297",6.31678652586553,95,"spectral",3
"298",6.7303569041572,96,"spectral",3
"299",7.35022055874883,97,"spectral",3
"300",7.93621173639888,98,"spectral",3
"301",8.25750568105868,99,"spectral",3
"302",8.42539767410774,100,"spectral",3
"303",8.55933698703382,101,"spectral",3
"304",4.85590320040095,1,"spectral",4
"305",4.28351113338584,2,"spectral",4
"306",4.02104961695425,3,"spectral",4
"307",3.73560535548078,4,"spectral",4
"308",3.6928044676738,5,"spectral",4
"309",3.6423713037875,6,"spectral",4
"310",3.58218658265913,7,"spectral",4
"311",3.51117634423999,8,"spectral",4
"312",3.53045034724708,9,"spectral",4
"313",3.62216653540488,10,"spectral",4
"314",3.68146344955968,11,"spectral",4
"315",3.79589031288036,12,"spectral",4
"316",3.80468246581227,13,"spectral",4
"317",3.90523376530393,14,"spectral",4
"318",3.72094222094938,15,"spectral",4
"319",3.57622968425575,16,"spectral",4
"320",3.27477625832319,17,"spectral",4
"321",3.1932125724923,18,"spectral",4
"322",3.17004367437531,19,"spectral",4
"323",3.32626906279086,20,"spectral",4
"324",3.53199684971719,21,"spectral",4
"325",3.76881220018615,22,"spectral",4
"326",4.00290685186511,23,"spectral",4
"327",3.99286890527672,24,"spectral",4
"328",3.68408391207847,25,"spectral",4
"329",3.41356053554808,26,"spectral",4
"330",3.06930622180855,27,"spectral",4
"331",2.89432233120928,28,"spectral",4
"332",2.85895324693921,29,"spectral",4
"333",2.92253168182144,30,"spectral",4
"334",2.97379537481206,31,"spectral",4
"335",3.30888522946946,32,"spectral",4
"336",3.66710102384191,33,"spectral",4
"337",4.04776974296556,34,"spectral",4
"338",4.48029354907997,35,"spectral",4
"339",4.69018400515501,36,"spectral",4
"340",4.97837760435312,37,"spectral",4
"341",5.16692203050047,38,"spectral",4
"342",5.52771532898976,39,"spectral",4
"343",5.7893176773824,40,"spectral",4
"344",5.82094938068304,41,"spectral",4
"345",5.34346674303716,42,"spectral",4
"346",4.75583876279802,43,"spectral",4
"347",4.42642084914441,44,"spectral",4
"348",4.34210639364216,45,"spectral",4
"349",4.2117706021336,46,"spectral",4
"350",4.43606501038161,47,"spectral",4
"351",4.41566406529677,48,"spectral",4
"352",4.22450060857736,49,"spectral",4
"353",4.06730149638434,50,"spectral",4
"354",4.02929763012816,51,"spectral",4
"355",4.1332712823083,52,"spectral",4
"356",4.58564330206916,53,"spectral",4
"357",5.08892389203122,54,"spectral",4
"358",5.83203264838548,55,"spectral",4
"359",6.44827092432162,56,"spectral",4
"360",6.90778263048615,57,"spectral",4
"361",7.08892389203122,58,"spectral",4
"362",7.3220448199327,59,"spectral",4
"363",7.39636285530178,60,"spectral",4
"364",7.51936707954464,61,"spectral",4
"365",7.5150712393499,62,"spectral",4
"366",7.77468318178564,63,"spectral",4
"367",8.19997136106537,64,"spectral",4
"368",8.52015465024701,65,"spectral",4
"369",8.86410825517291,66,"spectral",4
"370",9,67,"spectral",4
"371",8.71131953891315,68,"spectral",4
"372",8.00379465883869,69,"spectral",4
"373",7.09178778549438,70,"spectral",4
"374",6.30192596835398,71,"spectral",4
"375",5.68295267416052,72,"spectral",4
"376",5.20327915801532,73,"spectral",4
"377",5.02125008949667,74,"spectral",4
"378",4.98131309515286,75,"spectral",4
"379",4.95195818715544,76,"spectral",4
"380",4.84660986611298,77,"spectral",4
"381",4.66456647812701,78,"spectral",4
"382",4.30703801818572,79,"spectral",4
"383",3.98615307510561,80,"spectral",4
"384",3.77916517505549,81,"spectral",4
"385",3.52479415765734,82,"spectral",4
"386",3.3837903629985,83,"spectral",4
"387",3.32344812772965,84,"spectral",4
"388",3.25239493090857,85,"spectral",4
"389",2.94887950168254,86,"spectral",4
"390",2.58874489868977,87,"spectral",4
"391",2.10388773537624,88,"spectral",4
"392",1.51206415121358,89,"spectral",4
"393",1.20892102813775,90,"spectral",4
"394",1.05670509057063,91,"spectral",4
"395",1.07990262762225,92,"spectral",4
"396",1.00286389346316,93,"spectral",4
"397",1,94,"spectral",4
"398",1.0246294837832,95,"spectral",4
"399",1.16195317534188,96,"spectral",4
"400",1.46180282093506,97,"spectral",4
"401",1.95969069950598,98,"spectral",4
"402",2.40831961051049,99,"spectral",4
"403",2.75671225030429,100,"spectral",4
"404",3.02334073172478,101,"spectral",4
"405",5.06578324656886,1,"spectral",5
"406",5.95343114055845,2,"spectral",5
"407",6.66398485565547,3,"spectral",5
"408",7.59346900141978,4,"spectral",5
"409",8.08597570594731,5,"spectral",5
"410",8.66966398485566,6,"spectral",5
"411",8.73560498501341,7,"spectral",5
"412",9,8,"spectral",5
"413",8.98548666982174,9,"spectral",5
"414",8.40621549140243,10,"spectral",5
"415",7.73355418835779,11,"spectral",5
"416",7.24070042593469,12,"spectral",5
"417",6.65982016090866,13,"spectral",5
"418",5.99984224641111,14,"spectral",5
"419",5.28187411263606,15,"spectral",5
"420",4.9374033759268,16,"spectral",5
"421",4.50065941000158,17,"spectral",5
"422",4.50204448651207,18,"spectral",5
"423",4.43732134406058,19,"spectral",5
"424",4.3278750591576,20,"spectral",5
"425",4.48685912604512,21,"spectral",5
"426",4.81328285218489,22,"spectral",5
"427",4.98454014828837,23,"spectral",5
"428",5.18589682915286,24,"spectral",5
"429",5.07234579586686,25,"spectral",5
"430",4.86635115948888,26,"spectral",5
"431",4.66314560656255,27,"spectral",5
"432",4.04912446758164,28,"spectral",5
"433",3.60378608613346,29,"spectral",5
"434",3.04148919387916,30,"spectral",5
"435",2.52282694431298,31,"spectral",5
"436",1.84309828048588,32,"spectral",5
"437",1.50500078876794,33,"spectral",5
"438",1,34,"spectral",5
"439",1.15586054582742,35,"spectral",5
"440",1.10127780407004,36,"spectral",5
"441",1.21769995267392,37,"spectral",5
"442",1.67502760687806,38,"spectral",5
"443",2.25013409055056,39,"spectral",5
"444",2.74570121470263,40,"spectral",5
"445",3.5190724088973,41,"spectral",5
"446",4.07900299731819,42,"spectral",5
"447",4.88187411263606,43,"spectral",5
"448",5.513267076826,44,"spectral",5
"449",5.98905190093075,45,"spectral",5
"450",6.31859914813062,46,"spectral",5
"451",6.69998422464111,47,"spectral",5
"452",7.28894147341852,48,"spectral",5
"453",7.36267550086765,49,"spectral",5
"454",7.16797602145449,50,"spectral",5
"455",7.64994478624389,51,"spectral",5
"456",7.47177788294684,52,"spectral",5
"457",7.51276226534154,53,"spectral",5
"458",7.33923331755798,54,"spectral",5
"459",7.24057422306358,55,"spectral",5
"460",7.28338854708945,56,"spectral",5
"461",7.33342798548667,57,"spectral",5
"462",7.36687174633223,58,"spectral",5
"463",7.51096387442814,59,"spectral",5
"464",7.41656412683389,60,"spectral",5
"465",7.57264552768576,61,"spectral",5
"466",7.58873639375296,62,"spectral",5
"467",7.87363937529579,63,"spectral",5
"468",7.82852184887206,64,"spectral",5
"469",8.12888468212652,65,"spectral",5
"470",8.15223221328285,66,"spectral",5
"471",8.27811957722038,67,"spectral",5
"472",8.23268654361887,68,"spectral",5
"473",8.42388389335857,69,"spectral",5
"474",8.51948256822843,70,"spectral",5
"475",8.46016721880423,71,"spectral",5
"476",8.22574538570753,72,"spectral",5
"477",7.99069253825525,73,"spectral",5
"478",7.49853289162329,74,"spectral",5
"479",7.23192932639218,75,"spectral",5
"480",6.87468054898249,76,"spectral",5
"481",6.15630225587632,77,"spectral",5
"482",5.69563022558763,78,"spectral",5
"483",5.33834989746017,79,"spectral",5
"484",4.64800757217227,80,"spectral",5
"485",4.28210443287585,81,"spectral",5
"486",4.02104432875848,82,"spectral",5
"487",3.79867486985329,83,"spectral",5
"488",3.90935478782142,84,"spectral",5
"489",3.94926644581164,85,"spectral",5
"490",3.99605616027765,86,"spectral",5
"491",4.11339327969711,87,"spectral",5
"492",4.38771762107588,88,"spectral",5
"493",4.62501656412683,89,"spectral",5
"494",4.84025871588579,90,"spectral",5
"495",5.10891307777252,91,"spectral",5
"496",5.44899826471052,92,"spectral",5
"497",5.63969080296577,93,"spectral",5
"498",5.89663984855656,94,"spectral",5
"499",6.06281747909765,95,"spectral",5
"500",6.10654677393911,96,"spectral",5
"501",5.92197507493296,97,"spectral",5
"502",6.04609559867487,98,"spectral",5
"503",5.78510806120839,99,"spectral",5
"504",5.45325761161067,100,"spectral",5
"505",4.95762738602303,101,"spectral",5
"506",1.86480896294168,1,"spectral",6
"507",2.32605573111175,2,"spectral",6
"508",3.02153404194197,3,"spectral",6
"509",3.66226946279805,4,"spectral",6
"510",4.13374317724792,5,"spectral",6
"511",4.59905774202815,6,"spectral",6
"512",4.97401206549842,7,"spectral",6
"513",5.52127549554726,8,"spectral",6
"514",5.72126400459638,9,"spectral",6
"515",5.79655271473714,10,"spectral",6
"516",5.7112209135306,11,"spectral",6
"517",5.71303648376903,12,"spectral",6
"518",5.33716748060902,13,"spectral",6
"519",5.06455271473714,14,"spectral",6
"520",5.06361528296467,15,"spectral",6
"521",5.06597207698937,16,"spectral",6
"522",5.27640333237575,17,"spectral",6
"523",5.90174087905774,18,"spectral",6
"524",6.65531743751796,19,"spectral",6
"525",7.25050272910083,20,"spectral",6
"526",7.87457627118644,21,"spectral",6
"527",8.43556449296179,22,"spectral",6
"528",8.76052858374031,23,"spectral",6
"529",9,24,"spectral",6
"530",8.8457914392416,25,"spectral",6
"531",8.41327204826199,26,"spectral",6
"532",7.76977879919563,27,"spectral",6
"533",6.95872450445274,28,"spectral",6
"534",5.97542085607584,29,"spectral",6
"535",4.96077219189888,30,"spectral",6
"536",3.85761562769319,31,"spectral",6
"537",3.05081298477449,32,"spectral",6
"538",2.42671646078713,33,"spectral",6
"539",2.09531743751795,34,"spectral",6
"540",1.98293593794887,35,"spectral",6
"541",2.07647227808101,36,"spectral",6
"542",2.11508187302499,37,"spectral",6
"543",2.20356219477162,38,"spectral",6
"544",2.06153404194197,39,"spectral",6
"545",2.09807526572824,40,"spectral",6
"546",2.06681987934502,41,"spectral",6
"547",2.19000287273772,42,"spectral",6
"548",2.16977879919563,43,"spectral",6
"549",2.32421717897156,44,"spectral",6
"550",2.37592645791439,45,"spectral",6
"551",2.44073542085608,46,"spectral",6
"552",2.7609652398736,47,"spectral",6
"553",3.06338408503304,48,"spectral",6
"554",3.33089342143062,49,"spectral",6
"555",3.50075265728239,50,"spectral",6
"556",3.59615053145648,51,"spectral",6
"557",3.2754151106004,52,"spectral",6
"558",2.98471703533467,53,"spectral",6
"559",2.46164895145073,54,"spectral",6
"560",1.91284113760414,55,"spectral",6
"561",1.36357368572249,56,"spectral",6
"562",1,57,"spectral",6
"563",1.06182131571388,58,"spectral",6
"564",1.37782246480896,59,"spectral",6
"565",1.85860384946854,60,"spectral",6
"566",2.60896294168342,61,"spectral",6
"567",3.30926745188164,62,"spectral",6
"568",4.12501005458202,63,"spectral",6
"569",4.63856363114048,64,"spectral",6
"570",5.28153978741741,65,"spectral",6
"571",5.59803504740017,66,"spectral",6
"572",5.51900028727377,67,"spectral",6
"573",5.82495834530307,68,"spectral",6
"574",5.49314564780236,69,"spectral",6
"575",5.38179833381212,70,"spectral",6
"576",5.02132260844585,71,"spectral",6
"577",4.73761562769319,72,"spectral",6
"578",4.14562482045389,73,"spectral",6
"579",3.90681987934502,74,"spectral",6
"580",3.49656995116346,75,"spectral",6
"581",3.20378052283826,76,"spectral",6
"582",3.01569663889687,77,"spectral",6
"583",2.78328066647515,78,"spectral",6
"584",2.7105429474289,79,"spectral",6
"585",2.73306521114622,80,"spectral",6
"586",2.7008905486929,81,"spectral",6
"587",2.6271186440678,82,"spectral",6
"588",2.83142775064637,83,"spectral",6
"589",3.0436656133295,84,"spectral",6
"590",3.00933065211146,85,"spectral",6
"591",3.13391554151106,86,"spectral",6
"592",3.12518241884516,87,"spectral",6
"593",3.19658718758977,88,"spectral",6
"594",3.18353346739443,89,"spectral",6
"595",3.18079862108589,90,"spectral",6
"596",3.13265153691468,91,"spectral",6
"597",3.08183855214019,92,"spectral",6
"598",3.28159724217179,93,"spectral",6
"599",3.41611031312841,94,"spectral",6
"600",3.55363401321459,95,"spectral",6
"601",3.78294742889974,96,"spectral",6
"602",4.53153691467969,97,"spectral",6
"603",5.34723355357656,98,"spectral",6
"604",6.08226371732261,99,"spectral",6
"605",6.93833955759839,100,"spectral",6
"606",7.73277793737432,101,"spectral",6
"607",4.68267520455354,1,"spectral",7
"608",5.19779437922448,2,"spectral",7
"609",5.00724426764982,3,"spectral",7
"610",5.52663238575725,4,"spectral",7
"611",6.24239190194366,5,"spectral",7
"612",5.14967174412212,6,"spectral",7
"613",5.85702273535785,7,"spectral",7
"614",5.28938262022574,8,"spectral",7
"615",5.37152744089777,9,"spectral",7
"616",5.85754018304712,10,"spectral",7
"617",5.38601597619741,11,"spectral",7
"618",6.21186248827658,12,"spectral",7
"619",5.56156010478316,13,"spectral",7
"620",5.90475728469325,14,"spectral",7
"621",5.42896413440704,15,"spectral",7
"622",5.58976100384852,16,"spectral",7
"623",5.22366676368811,17,"spectral",7
"624",4.97606804437114,18,"spectral",7
"625",4.16199346722292,19,"spectral",7
"626",4.93260243847224,20,"spectral",7
"627",4.90116749134892,21,"spectral",7
"628",4.71074674169658,22,"spectral",7
"629",4.89845089098024,23,"spectral",7
"630",4.53701368002329,24,"spectral",7
"631",4.93868244882119,25,"spectral",7
"632",3.91206623330423,26,"spectral",7
"633",4.29847029526859,27,"spectral",7
"634",4.33520908120695,28,"spectral",7
"635",3.83199120338928,29,"spectral",7
"636",4.10947252676175,30,"spectral",7
"637",3.97622974677404,31,"spectral",7
"638",3.50923320720546,32,"spectral",7
"639",3.63316192878626,33,"spectral",7
"640",4.22473399954723,34,"spectral",7
"641",2.70680120306588,35,"spectral",7
"642",2.92063646065781,36,"spectral",7
"643",2.91908411758999,37,"spectral",7
"644",3.11273891530028,38,"spectral",7
"645",2.95142459816953,39,"spectral",7
"646",2.55182562012871,40,"spectral",7
"647",2.79269751948514,41,"spectral",7
"648",3.29268134924485,42,"spectral",7
"649",2.66682836906956,43,"spectral",7
"650",2.53086898871317,44,"spectral",7
"651",2.4285437081595,45,"spectral",7
"652",1.83205588435044,46,"spectral",7
"653",1.90255813201384,47,"spectral",7
"654",2.57653374729149,48,"spectral",7
"655",1.28990006791501,49,"spectral",7
"656",2.45092332072055,50,"spectral",7
"657",1.81498011060444,51,"spectral",7
"658",1.54810646486207,52,"spectral",7
"659",1.79053070728631,53,"spectral",7
"660",1.32534523463019,54,"spectral",7
"661",1.58199928850943,55,"spectral",7
"662",1,56,"spectral",7
"663",1.89324407360693,57,"spectral",7
"664",1.74253743410627,58,"spectral",7
"665",1.83140907473885,59,"spectral",7
"666",1.72559102228259,60,"spectral",7
"667",1.11189806280521,61,"spectral",7
"668",1.53167750072766,62,"spectral",7
"669",1.35509847676336,63,"spectral",7
"670",2.51275831958863,64,"spectral",7
"671",1.9029462177808,65,"spectral",7
"672",1.96361695934802,66,"spectral",7
"673",2.05119498075741,67,"spectral",7
"674",2.16296368164031,68,"spectral",7
"675",1.98457359076356,69,"spectral",7
"676",1.79091879305326,70,"spectral",7
"677",3.14313896704505,71,"spectral",7
"678",2.6983926781152,72,"spectral",7
"679",2.88350958895249,73,"spectral",7
"680",3.24572297144336,74,"spectral",7
"681",2.99269105138902,75,"spectral",7
"682",3.82759289803046,76,"spectral",7
"683",3.19967012709809,77,"spectral",7
"684",3.71233142524498,78,"spectral",7
"685",2.88402703664176,79,"spectral",7
"686",3.8748099996766,80,"spectral",7
"687",3.85424145402801,81,"spectral",7
"688",3.59901038129427,82,"spectral",7
"689",4.0607030820478,83,"spectral",7
"690",4.74037062190744,84,"spectral",7
"691",5.21318844798034,85,"spectral",7
"692",5.23828466091006,86,"spectral",7
"693",4.70039778791113,87,"spectral",7
"694",5.2499272339187,88,"spectral",7
"695",5.12768021732803,89,"spectral",7
"696",5.76090682707545,90,"spectral",7
"697",6.04304517965137,91,"spectral",7
"698",6.10488017851945,92,"spectral",7
"699",6.33656738139129,93,"spectral",7
"700",6.93331392904499,94,"spectral",7
"701",7.4261828530772,95,"spectral",7
"702",7.07677630089583,96,"spectral",7
